ID_Orders,Credit Cards
393,3560895062271621
394,490542311638996057
395,3534609257436029
396,201639829280082
397,3568573245123439
398,374283936615590
399,06043649788981686
400,3578842450089108
401,3528984108332984
402,50204165476609227
403,5007661723636370
404,3586266491338771
405,564182216800138262
406,56022223582241133
407,67625066630869613
408,3579213908862091
409,4903037923008764442
410,5002354853813275
411,3532101819950269
412,4175003653908793
413,6771452135110093
414,6384021839016119
415,3564577125141811
416,6397758745293739
417,63041733703194717
418,3537088115351422
419,4405716531745945
420,677122682467873686
421,56022169739490562
422,6709617390141291
423,5002353328034228
424,3556391387617777
425,3554157161310356
426,3588622004172628
427,201490696384676
428,3546778719369932
429,5602219417240535
430,3564125436356403
431,36660051529583
432,3575085820417434
433,30177435916531
434,5610364038006913
435,501814893319500550
436,3572826805787603
437,3573699516332780
438,6763214706841096
439,3558254198751631
440,3583695109364444
441,5100178404740047
442,4175003860730477
443,4405405958775128
444,6331102591503934
445,5530649624728616
446,5007666471731760
447,3548545825519728
448,5100147323093325
449,3549654700599455
450,676738909913616890
451,30086058034219
452,3584663600321486
453,3529781562288069
454,6334257642684260
455,633110110793504434
456,5602231568864500
457,633306870081815503
458,676303748274296933
459,3533979618993708
460,0604823913203051337
461,3575484468671248
462,3579769473069024
463,5602252464012671
464,3530322034978081
465,58939776432105236
466,3586353859756180
467,3557575603450844
468,3546374567208164
469,6334815716566455
470,4025412226923
471,6333774163827590
472,5474464302209097
473,3572616000717160
474,3541194100773226
475,201666485890482
476,30520214529068
477,677107739347612145
478,3532772098065688
479,3548810309513385
480,5100138300139769
481,3551399322193932
482,3539230747849187
483,63041393076864014
484,6762500295204634
485,3543337710140413
486,3588149631558912
487,3584299018752150
488,5602228610064063
489,5100138381508858
490,3587138505719479
491,3558260504202359
492,6375134234603000
493,3529689287488171
494,5108754559105889
495,3574645681424455
496,5108756152147598
497,3589840406638785
498,5201444431819628
499,3535089639837955
500,3545360586659777
501,5565634246292249
502,4508345003523584
503,36851191697428
504,5438339297219548
505,30137327620039
506,201980892303678
507,377831926447551
508,201555222811085
509,3552009681933112
510,3531153455619287
511,493666389003673117
512,30289009106272
513,30569944361318
514,4844518771541011
515,3557869173837799
516,3547172874482137
517,3586434944532339
518,3531532443805043
519,349497728114974
520,3571681576725212
521,3568427098970356
522,6381906567511955
523,30441183204387
524,3588022746229812
525,30331573497412
526,6706588804890810006
527,3543693930717178
528,4913027096534012
529,337941611332429
530,5100174048314521
531,201585502559690
532,30001839348754
533,30238443679519
534,56022409433515540
535,201486896215181
536,5602244412223880
537,676798951290205019
538,4503941424894045
539,5602259572889288
540,3534362884558647
541,4405902062377130
542,5010127684038613
543,4041374807355088
544,3556211500281626
545,6763863690995039659
546,3554038718425576
547,564182525866226013
548,6374790456976852
549,30570731065898
550,4017952522530
551,50180575561810621
552,3583446989134477
553,564182539555382631
554,3535880971865053
555,4026098011121916
556,5205024601591953
557,30598340180733
558,374622591661334
559,5610281483068679
560,374288934984500
561,3553578745889717
562,3567821711279149
563,3535791432877472
564,30538288657557
565,5602236514136077
566,3579990231180503
567,5100145251565652
568,5010121208790023
569,3556655329663390
570,30568787473503
571,4017959726585706
572,3532405294628039
573,5262435048459275
574,3536499171370472
575,5893458087687231
576,6333491310671330
577,3588297810295242
578,3534156893518638
579,630417386679115422
580,5100140725793451
581,4041592892659771
582,5602244941754181
583,3589309394183451
584,6333844107765188
585,4405321225958852
586,4041376702015
587,4844083439907062
588,3539415048729267
589,3576080878793512
590,5434339029146625
591,3562808162719538
592,30535413585471
593,30065464837233
594,30099229548215
595,344082380518640
596,30431818077332
597,50381132115604568
598,3573250979608223
599,3554525627593056
600,4844752690164858
601,4844702041107940
602,372301628911234
603,3583102777228910
604,3546672568122700
605,5100140028066704
606,5010124127738495
607,3564514988019677
608,493696369986909724
609,3550876997036547
610,3557995645290588
611,201402385533760
612,374622249945873
613,5410138503809452
614,6759121152659759250
615,501873609182140623
616,5100171742159160
617,5048379118396515
618,5447872551952502
619,372301072978374
620,3572653516075684
621,201677331260234
622,675961815472818183
623,5412417700271627
624,4913341149463941
625,201592792541057
626,5602222093863273
627,3584391747281880
628,6767547178876004641
629,201822781466002
630,6767260219208396415
631,3557320142538514
632,633384026827213306
633,374975036363621
634,3566828981244464
635,3559993167118020
636,3564469813803862
637,30594744942646
638,374283742237068
639,3542018844678020
640,3568031219610667
641,3540705735225703
642,3538364872762971
643,5010122327093877
644,201706262999229
645,5100145775590442
646,3535941093423104
647,3588296532134283
648,4844234956383118
649,5100135960680827
650,3554353545099357
651,3586051340898609
652,3575748942852875
653,5108756284858088
654,3528676957622040
655,3534036032244827
656,3571556736584834
657,5108753631163155
658,3559776268058694
659,3546757617691597
660,3535005020422579
661,3548191788440402
662,3544035952533357
663,50187904293702364
664,5602232523825024
665,5522621784850639
666,30065942304715
667,3548275009507642
668,3559343603406292
669,374283110553005
670,3584655365957694
671,201900642679011
672,3537914400686638
673,3553637068056112
674,5458775963839066
675,3548858221644861
676,3549406935665092
677,5362571985441014
678,5602255625267514
679,3585519485006130
680,6331106802686818
681,3589185641350808
682,3579046503479618
683,3578825750268555
684,4175000031977300
685,3587024828910070
686,4911666068624350
687,3569684059262319
688,3571511219361440
689,3528181878808067
690,3565495159160616
691,374283132634544
692,633343906980509097
693,201468969919121
694,5108754330269343
695,3548929146675957
696,501842500425766969
697,50189748185495845
698,5150546322663898
699,3530928117970033
700,4405866495646843
701,3557370373873932
702,3589587740443659
703,3540412207736156
704,5176668685552896
705,5602223778234357101
706,3552765553695630
707,4508737088153438
708,3560206946675112
709,4175004036794348
710,6767302454856709862
711,3587895778313377
712,5100137434735682
713,3589802304837836
714,3565091150730554
715,3581834850632566
716,633312627454225658
717,4844305684175842
718,3532774981443063
719,5602257796546007
720,67638752289983111
721,3566395780941468
722,3567877023668015
723,3545888050909534
724,630468493072627496
725,4041371040312
726,5100140160540466
727,3537439759398122
728,3535903126110553
729,30590583551522
730,3565231682467412
731,3541846892880085
732,4017959497470
733,201882296184698
734,6331107750091076
735,4017953897112804
736,4936944296086945700
737,3566155869979866
738,374283204955199
739,5641824941753748
740,4905145806286039112
741,36862877223991
742,4175000769550014
743,201600678998372
744,675901171154391997
745,201663247783998
746,3558519432352127
747,3562698463352364
748,5602243023864629
749,3534902765042870
750,6372621359354115
751,5511041949845460
752,341887166341824
753,5602248872341733097
754,3580197388065092
755,30396276864507
756,3544918205335235
757,3536501350646646
758,30541678020949
759,6759228833186908
760,060431504314290176
761,3580122757292267
762,3544408123955124
763,5602228307273886
764,30217322607783
765,3582529784041350
766,3561139267176304
767,3565970912617383
768,5602258596119078
769,3528583359625557
770,3572892927003824
771,3555125413332857
772,3566120890868892
773,6393122556336471
774,6759203739651727
775,3552635735075615
776,4041377084462
777,372301838744532
778,5531972759914606
779,6395406143371333
780,6331103438973934
781,4844852428897272
782,201618215447794
783,30038098166030
784,5007664734704211
785,3588770403530688
786,6759157144215048176
787,4936145904930827
788,4903697557444753881
789,3580131595732681
790,3551581402914036
791,30593187131733
792,337941730425765
793,3572691126591633
794,4844392813239939
795,5100176290048509
796,6371319557782846
797,30037496354206
798,3535340946749148
799,30034077683707
800,3533584677605704
801,3573531046440058
802,3588427285761556
803,676150749288630418
804,4175004046964329
805,5048372019119102
806,4405242466040921
807,560225857442567579
808,3585738889068062
809,633110156177491797
810,3579569249766915
811,3550384100974761
812,5893034116559467
813,3570603608758681
814,3563367719510725
815,6761918585565897
816,379091744040819
817,3567882039582754
818,3559244608566561
819,493663311606304620
820,3565864159506815
821,5100138638736831
822,5007663520397388
823,3553443314993897
824,3539431005168159
825,3541241662937085
826,5048377696955082
827,3579269098434596
828,3576974410821643
829,3566197647406556
830,3566444870460615
831,5602227896981409143
832,201907669166376
833,67612431237103144
834,5610154156435170
835,3529478997034677
836,4175008750060679
837,3531717791605174
838,3536829232173467
839,201884280324439
840,3557449412406878
841,5010128865781526
842,6381799588370323
843,676136927060530811
844,3547551475006645
845,3535754590469029
846,5480127278547814
847,4041374503567150
848,4026255474227859
849,3563079945458120
850,3585451585067491
851,4844142263676860
852,3572611942232311
853,6376132360552909
854,3551285011126947
855,5602228375465646
856,5010124108306973
857,3546585744855680
858,3551629512361679
859,6771353568029760
860,3559503785567571
861,6762417331581935
862,5610657542775326075
863,3582662191098646
864,5048378990745757
865,3549043660515869
866,3587173886485994
867,3561724566397733
868,6762316096160887
869,67614010818840353
870,3574944367459244
871,3558404136278144
872,5893218718882014853
873,6334692564621819
874,3540506950631900
875,67627140877958161
876,3574847579814835
877,30031622927506
878,3542052655186302
879,3560575172764653
880,3536618073870277
881,56022587367999978
882,4911254969317653
883,3577185920212418
884,3543117785295023
885,3569965419791984
886,5100171575718439
887,67631242853323768
888,30482979952730
889,3535259263299695
890,670622607136686490
891,4405602023292861
892,3547571649849571
893,3585463261761412
894,3588450024755473
895,30250256810750
896,5602254863851022
897,3565604416390672
898,6331105227097155
899,5002354965209529
900,3530807293799038
901,30379655687673
902,6333609168831017
903,6304759556341973
904,3569442193411692
905,5010120135043837
906,6304496844346783
907,3542378923824964
908,3584154718538161
909,3588376049765876
910,5602225743405650
911,3572900204040615
912,3586488496924690
913,4903795956497346521
914,6767265390243421651
915,630483617879406800
916,5527147591818739
917,3529706240256378
918,5602229259579379
919,349387408650043
920,3529097826936405
921,6372186808844488
922,5486687266211362
923,5593284310268281
924,5537653974908631
925,6762652868804192201
926,201561739013959
927,3556927073346088
928,4936923149972006
929,3560955693586688
930,5602250437912209
931,3546408933937187
932,5256985342342112
933,5602254840060887
934,6331109134424680981
935,30116913070221
936,3556302549409995
937,3529668368685632
938,30154554875632
939,5202808525735065
940,5100174949907340
941,5100179438583999
942,5100145162734173
943,6759672501935759
944,5602244302344531
945,67711538186969687
946,5353189827542203
947,337941296685489
948,3569306005985039
949,3586380279072583
950,6771054035533654654
951,3575229467155481
952,3572570429866233
953,3562964662287797
954,337941167783512
955,201739827195173
956,201681162072858
957,5533209268836089
958,5602233943830248
959,3588785058971524
960,5641828825578777886
961,5129420477894450
962,3553286920409372
963,36744853972348
964,5641824172069142674
965,30239279084915
966,3558358848760676
967,374283999380447
968,3569662458988528
969,3528736545990059
970,5524492517259318
971,3545275998624179
972,3572051003856189
973,3550142213550948
974,3563360992287087
975,3569294017409448
976,3583909395734305
977,3573951446737301
978,3528880151775477
979,3559144939129065
980,5153342002051852
981,30366707027578
982,30151461832441
983,675902611681705440
984,374622690259998
985,5602232586708141
986,3567683708245602
987,4041595486301569
988,374622316712610
989,3575010176405999
990,36997506152029
991,4017955476064
992,5599881640436902
993,501898038650332622
994,201582215935572
995,3536733314749402
996,5289754433309013
997,5602213509438776
998,4508302474930160
999,3560519247818763
1000,490313665777260675
